video_id,video_title,comment,label
Yx4w92z_KDM,ICE CREAM KOPI,Aku Aus,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Eh ga puasa,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,mukanya kek garnacho,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Kirain mamanya tufel,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Teteh lucu pisan,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,manis,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Minuman namanya es cokelat anget,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Ya Allah puasa dikasihi,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Kak puasa Jadinya kepengen,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Air nya kebanyakan ga manis,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Nicee,ERROR
Yx4w92z_KDM,ICE CREAM KOPI,Hahaahahahha pas meletoy nya lucu,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Kurang gede gelas nya,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Sudah kuduga manis,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Sabar aja pas bilang YA ALLAH slay aja ok,"slay aja ok, No Online Gambling Promotion"
Yx4w92z_KDM,ICE CREAM KOPI,Kurang manis gelasnya kegedean mbaa,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Lagi puasa,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Fyp pas ditengah puasa Mantapp,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Harusnya kasih gula,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Inikan puasa,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Enk banget pas bilang aduh meleot cuy,Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,contohnya pake gelas ukuran normal buatnya pake gelas ukuran jumbo,"buatnya pake gelas ukuran jumbo, No Online Gambling Promotion"
Yx4w92z_KDM,ICE CREAM KOPI,Ngakak nya pas bilang meleyot cuy,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Emily Armstrong mode syariah,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Baru kali liat bule cwek wajahnya kayak,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Sabar bre maghrib nya,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Kebanyakan airnya,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Huhu kurng manisssalah gelas maah,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,suka bgt ni bule,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Singkat padat mains,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,engak puasa ya,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Plastik plus hot water Nice you have eating poison,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Tak puasa,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Siapa yg nonton pas puasa,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Gelasnya kegedean,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Kebnayakan air,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,puasa nontonnya siang,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Ya allahhhh she say,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Aku nontonya pas puasa,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Meleyot cuyyyyy,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Ya Allah gelas legend,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Ini tetangga Udah icip manis dikasih tetangga,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Ini tetangga beb,"tetangga beb, No Online Gambling Promotion"
Yx4w92z_KDM,ICE CREAM KOPI,that ice cream magnum pls boikot,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Kegedean gelasnya well,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,dingin panas dinginauto Anyang ayangn,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Gelas thanos,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Diabetes tipe 10 manis hadeeeehhhh,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Jir gelas,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Tadi siang ketemu mas agus sma mba viola Beda bngt d youtube sma asliyjauh lbh cntik aslinya lho mba viola,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Yang nonton nya puasa ngumpul ya,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,mleot coyy,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Cek komposisi es cream nya es cream yg bahan babi alias non halal,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Gelasss nya ya Allah krang gde gx tuh hhhh,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Isakalmumi,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Aku pikir name dark USA Dari Indonesia,ERROR
Yx4w92z_KDM,ICE CREAM KOPI,Minuman beracun,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,YA Aallaaaaaaah,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,KAK MARSMELLOWNYA YG HALAL KAN RATA2 MENGANDUNG BABI LHO KAK,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Wkwkwk,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Waduh meleot guys sumpah ketawa,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Massay Allah kayanya enak,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Kukira bule bulek,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Sudah tercampur orang indo,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Experiment kaya gitu,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Cocok banget buka puasa,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Lagi puasa hadeuuhh,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Mantap kak,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,gelasnya kegedean atuh bubda,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,tk orng luarr pas ngomong aduh meleyot woi bru ngeh,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Kata meleot cuyngakak abis,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Bule masak Bule bikin jus ketawa,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Diawali keribetan tengahi penuh kesabaran Kurang manis,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Kegedean gelasnya,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Buka,ERROR
Yx4w92z_KDM,ICE CREAM KOPI,haduh puasa,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Gokil mug nya,No Online Gambling Promotion
Yx4w92z_KDM,ICE CREAM KOPI,Malah kaaih tetangga,No Online Gambling Promotion
