video_id,video_title,comment,label
TAdKK0p-JSY,skakmat,Mamanya kayak ibu2 Palembang muslimah oriental,No Online Gambling Promotion
TAdKK0p-JSY,skakmat,Muka mamah tandai ci jd untung dpt pahal jg dgn mamah mu 2 kalimat syahadat lumayan tuh dagangan laris eh dpt pahala jg klo jd login WKWKWKWJ,ERROR
TAdKK0p-JSY,skakmat,Curang wakstart warny juah lbj,No Online Gambling Promotion
TAdKK0p-JSY,skakmat,Ya Allah Ciiilucu men to sampeyan,No Online Gambling Promotion
TAdKK0p-JSY,skakmat,Mamahnya spek bu Haji,No Online Gambling Promotion
TAdKK0p-JSY,skakmat,aura mama kayak pengajian,No Online Gambling Promotion
TAdKK0p-JSY,skakmat,Mulai dah drama rebutan takjil,No Online Gambling Promotion
TAdKK0p-JSY,skakmat,spill baju kak,No Online Gambling Promotion
TAdKK0p-JSY,skakmat,Wkkw Klo diucap takjil islam,No Online Gambling Promotion
TAdKK0p-JSY,skakmat,Malah penjual takjil pedagang jual nya gak habis,No Online Gambling Promotion
TAdKK0p-JSY,skakmat,JPTOGEL77 jackpot gampang banget gk percaya,"tidak percaya? , Online Gambling Promotion"
TAdKK0p-JSY,skakmat,JPTOGEL77 gua maen bentar aja lngsg WEDEY gede,Online Gambling Promotion
TAdKK0p-JSY,skakmat,gak salah emang sodara gw maen jptogel77 hasilnya mantep bgt brooo maen bntaran doang udah dikasi narik gini kwkwkw makasih jptogel77 mantep,Online Gambling Promotion
TAdKK0p-JSY,skakmat,Iseng cuman coba depo receh situs JPTOGEL77 klau seandainya depo nggak kebayang mantap situs JPTOGEL77 langsung gas aja bro rasakan dimanjain ni BO,Online Gambling Promotion
TAdKK0p-JSY,skakmat,Malam nyobain deposit pakai GOPAY modal 50 ribu jptogel77 Gak nyangka putaran aja langsung jackpot,Online Gambling Promotion
TAdKK0p-JSY,skakmat,member JPTOGEL77 Udah kasih maxwin gila sih situs asli ga salah cobaain situs JPTOGEL77 member setia,"situs asli ga salah cobaain situs JPTOGEL77 member setia, Online Gambling Promotion"
