video_id,video_title,comment,label
ZshDHBFmkqU,Jangan salah pilih kotak😅,Itu yg bikin kotaknya sendiriya gampang tau lompat manayg sengaja biar ga curiga, No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,AaaaaaKalah,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Kasiha banget kk nya,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,lucu lu bang,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Saran coba JPTOGEL77 bg link nya gak pelit tu mmber uda psti dikasih JP tmn gw jga mawin disitu,tu munggu udah diposting di kasih JP tim nya, saya juga main disitu, Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,gila JPTOGEL77 member kasi JP trus,Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Akhirnya ngerasain nama nya maxwinemang mantap situs terpercaya JPTOGEL77 mayan buatk modal nongkrong temen temen broo,Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,scam,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Makasih bang link gacir nya barusan WD gak lumayan kopi rokok mantap depo WD aman lancar jaya emang enak main JPTOGEL77 bang,Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Up Up Upaku coba bang gacir sltnya ya JPTOGEL77 pantes rame kali comment hahaha,Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Sepasang suami istri setia,ERROR
ZshDHBFmkqU,Jangan salah pilih kotak😅,Bisa ngintip bego hp,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Dasar GK de bikin konten,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Ih dasar niruin konten youtuber USA,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Dua duanya licik Kita subscribe,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,DORA77 gacir menang,Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Kiri kak,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Curang,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Kanan,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Scam,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,coba njier,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,hahaha,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Yah kaya ginih mah curang orang warnanya ajah beda,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Alaiy,ERROR
ZshDHBFmkqU,Jangan salah pilih kotak😅,Curangggggggggggggggggggg,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Stres,ERROR
ZshDHBFmkqU,Jangan salah pilih kotak😅,Curanngggg orang boongin,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,yg ngisi yg nginjek,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Orang mah ganti kertas kado nya,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Ih lego ranjau darat biar menantang kertas ganti besi gak ka,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,KK nyacurang karna udah,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Mereka ngikutin wilisalim,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Kakak masti curanga,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Bang follow like Aku Nisa Savana follow nih nama Aqila Anisa sovana follow Maaf mengganggu video kakak urusan abang kakak,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Ceweknya ama cowoknya aja,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Dikit2 like dikit2 subscribe lawak,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,bohomgan,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,setingan,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Konten real ide menarik expresi nya lucu seru tonton puasa marah,tonton puasa marah, No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,Kertas kado nya btw beda ya,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,ua ua ak tau,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,niru konten orang jir,No Online Gambling Promotion
ZshDHBFmkqU,Jangan salah pilih kotak😅,udah settings biat doang kena,No Online Gambling Promotion
