video_id,video_title,comment,label
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,pngen yg pink lucu,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Tentang hp nya jatuh tuh,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,salfok joget salfok larinya iy,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Plis netizen post video orang penat asik ni je,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Selamat puasa,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Lagu ny bagus bgt,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Hahaha kali galyasssss larinya,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Kak galyas lucu banget,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Kocak,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,hhhh kocak hhhh tinggal hhh nama Nazma sila lucu,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Ari,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Anjir kali larinya,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Tak,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,lucu banget sih,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Meamea,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Astaghfirullah alazim kak,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Mrcy,ERROR
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Ka runa ka galyas lucu banget subscribe ya,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,namasitiAsyih,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Sumpahh bget sapehh ketawa,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Lari lari bajuping yg baju biru,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Takut hp yg kantong nya jatuh sumpah,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Kocak Banget Dong Anjir Kocak,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Lucu bettt,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Nama Kak,ERROR
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Galyas berhenti lari,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,kali nemu situs amanah kasih kemenangan gak pusing lebaran cari google woi MEDAN4D gacor parah,Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Itu jau banget loh Kak galyas,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,yg faedah dikit,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Pliss kayaknya kakak suka bgt ya lagu besti,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,pliss lucu banget kak galyas,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Pils kutukan sih,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Ya ampun lucu banget aja kekocakannya senyum senyum liatnya,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,taman dayu,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,o o Tiara 3,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Jangan penonton guys pemain utama BANDAR388,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Loco ba nget,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,buset kak galyas lari jalan,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Takut hp nya jatuh pas lari,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Bikin ngakak Kakak lari,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,hadeh aja komen komen judol dh bantu report report ges ciri ciri komen judol text kyk nama nama asing yg mencurigakan contoh mxwnjpSRR7 gaada pfp nya,No
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Botol yakul 1 end 2larii Qigunsamamenyeramkan,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,ALEXISTGEL mah mantap cuy Duit bener beunang permainan seru Layanan apik gw jamin suka,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Semoga besti ya kak,ERROR
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Monmaap ya w sih laguny alay jir,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Hahaha Lucubanget pidionya,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Biarin ngejar om om ganteng mohan,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Lucunya yg lari loh,No Online Gambling Promotion
iLEs5VJMR_s,Jauh kali dia lari 😭 #shorts #rinarstn #couplecomedy #vianrina  #fyp,Itu ka rina gemuk kaya buntelan kentut maaf,No Online Gambling Promotion
