video_id,video_title,comment,label
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,liat nya ulang ulang ngakak kelakuan ber3,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Ubur ubur ikan lele Abang Andra tolong kasih diamond nggak diamond cuman temanya aja,Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Pian ngakak,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Aku dm id,ERROR
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Halo bng andra,ERROR
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,UID ff ku 10898929176,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Aku pake hp ayah,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Fh rhrhrf,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Ngakak liat BG andra ikyy BG Pian,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Ehsheh,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Bg ikyikyy bg Pian lucu,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Bejir langsung login ff,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Apa spion joget joget kayak manusia,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Z,ERROR
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,iky belik,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,teman teman bangun bang andra bang andra main ff,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,liat Pian lucu bangat,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Ngakak ama bg iky,No Online Gambling Promotion
CvShSObS1kQ,temen tipe terakhir bikin astagfirullah😭🗿 #andrast #freefire,Lawak,No Online Gambling Promotion
